backers_count,blurb,category,converted_pledged_amount,country,country_displayable_name,created_at,creator,currency,currency_symbol,currency_trailing_code,current_currency,deadline,disable_communication,fx_rate,goal,id,is_starrable,launched_at,location,name,photo,pledged,profile,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,urls,usd_exchange_rate,usd_pledged,usd_type
"76","A pop-up bookstore in Little Rock, Arkansas dreaming of wheels","{""id"":389,""name"":""Literary Spaces"",""analytics_name"":""Literary Spaces"",""slug"":""publishing/literary spaces"",""position"":9,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/literary%20spaces""}}}","7217","US","the United States","1656532980","{""id"":136566566,""name"":""Paper Hearts Bookstore"",""slug"":""paperheartsbooks"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""avatar"":{""thumb"":""https://ksr-ugc.imgix.net/assets/038/078/997/204779592ceb7358df9b49ab01f874d9_original.jpg?ixlib=rb-4.0.2&w=40&h=40&fit=crop&v=1658858925&auto=format&frame=1&q=92&s=c48d918ec3dd86a39632401079b1c0e0"",""small"":""https://ksr-ugc.imgix.net/assets/038/078/997/204779592ceb7358df9b49ab01f874d9_original.jpg?ixlib=rb-4.0.2&w=80&h=80&fit=crop&v=1658858925&auto=format&frame=1&q=92&s=904a40c012ed6f6c8ac3c949d815bbd4"",""medium"":""https://ksr-ugc.imgix.net/assets/038/078/997/204779592ceb7358df9b49ab01f874d9_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1658858925&auto=format&frame=1&q=92&s=af77b7e01df0af66cb0a589e0f1f09be""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/paperheartsbooks""},""api"":{""user"":""https://api.kickstarter.com/v1/users/136566566?signature=1660274419.bec14ef8e4b1ec283a3bfbd953b436ad4b25b185""}}}","USD","$","true","USD","1661786426","false","1","10000","1202566069","true","1659194426","{""id"":2440351,""name"":""Little Rock"",""slug"":""little-rock-ar"",""short_name"":""Little Rock, AR"",""displayable_name"":""Little Rock, AR"",""localized_name"":""Little Rock"",""country"":""US"",""state"":""AR"",""type"":""Town"",""is_root"":false,""expanded_country"":""United States"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/little-rock-ar"",""location"":""https://www.kickstarter.com/locations/little-rock-ar""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1660237466.d41fd2071491181a22bc197bb4f1e22c2d585504&woe_id=2440351""}}}","Paper Hearts Bookstore Book Truck","{""key"":""assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg"",""full"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=560&h=315&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=249e60fac641d5480128b137a3ac6b80"",""ed"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=352&h=198&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=6c88912319c518e5a70ef9ac0a961af1"",""med"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=272&h=153&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=fa7b1762ba2ef9cc2816174b26c42e71"",""little"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=208&h=117&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=1761ebd327df1652c7a955feb1e4fd03"",""small"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=127da3d7525628f3da6b8965b4ffe256"",""thumb"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=48&h=27&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=a3777fa5e37a2cbb657f8f60e4e758d8"",""1024x576"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1024&h=576&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=b9a47f4ec3658d9fefdfc7d7fef62d85"",""1536x864"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1552&h=873&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=bc4a6c09a9940476a630925c1587e316""}","7217","{""id"":4432264,""project_id"":4432264,""state"":""inactive"",""state_changed_at"":1656532980,""name"":null,""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1552&h=873&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=bc4a6c09a9940476a630925c1587e316"",""baseball_card"":""https://ksr-ugc.imgix.net/assets/038/079/239/3bbacf2584a3200a31542f33539e6b11_original.jpg?ixlib=rb-4.0.2&crop=faces&w=560&h=315&fit=crop&v=1658859858&auto=format&frame=1&q=92&s=249e60fac641d5480128b137a3ac6b80""}}}","paper-hearts-bookstore-book-truck","https://www.kickstarter.com/discover/categories/publishing/literary%20spaces","false","true","live","1659194432","1","{""web"":{""project"":""https://www.kickstarter.com/projects/paperheartsbooks/paper-hearts-bookstore-book-truck?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/paperheartsbooks/paper-hearts-bookstore-book-truck/rewards""}}","1","7217.0","international"
"12","A Black woman-owned high-concept book shop & literacy center in Atascocita, TX providing dyslexia services to adults and children.","{""id"":389,""name"":""Literary Spaces"",""analytics_name"":""Literary Spaces"",""slug"":""publishing/literary spaces"",""position"":9,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/literary%20spaces""}}}","631","US","the United States","1654916742","{""id"":300326448,""name"":""Trisha Clerk"",""slug"":""trishaclerk"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""avatar"":{""thumb"":""https://ksr-ugc.imgix.net/assets/037/541/035/848c091bec1969f33a4d4e3a0fa88ed5_original.jpg?ixlib=rb-4.0.2&w=40&h=40&fit=crop&v=1656804043&auto=format&frame=1&q=92&s=a91e11a4ea32a21e8d505d0def53bca3"",""small"":""https://ksr-ugc.imgix.net/assets/037/541/035/848c091bec1969f33a4d4e3a0fa88ed5_original.jpg?ixlib=rb-4.0.2&w=80&h=80&fit=crop&v=1656804043&auto=format&frame=1&q=92&s=e20dfc9b2437621762d347099d79af88"",""medium"":""https://ksr-ugc.imgix.net/assets/037/541/035/848c091bec1969f33a4d4e3a0fa88ed5_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1656804043&auto=format&frame=1&q=92&s=3a87ebf09251db89a5d985f6b676435a""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/trishaclerk""},""api"":{""user"":""https://api.kickstarter.com/v1/users/300326448?signature=1660274419.bc9b806911a3a2b6358c7dc302d51169b96823b7""}}}","USD","$","true","USD","1662397614","false","1","20000","1776799515","true","1658509614","{""id"":2425495,""name"":""Humble"",""slug"":""humble-harris-tx"",""short_name"":""Humble, TX"",""displayable_name"":""Humble, TX"",""localized_name"":""Humble"",""country"":""US"",""state"":""TX"",""type"":""Town"",""is_root"":false,""expanded_country"":""United States"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/humble-harris-tx"",""location"":""https://www.kickstarter.com/locations/humble-harris-tx""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1660253019.3c07796e9cb6c004a704fcfdd26456b03da525ba&woe_id=2425495""}}}","Essential Bookstore: A Literary Hub & Dyslexia Center","{""key"":""assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg"",""full"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=560&h=315&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=fa1fe0f9dfb765e48ca9d6e5f1116a2b"",""ed"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=352&h=198&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=4c5b74ad7df4220d39fce106c47be7a3"",""med"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=272&h=153&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=5115793a9c9f190a922dc8970819f7b8"",""little"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=208&h=117&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=e07d917528b7fbb993f8bc884378fc3b"",""small"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=a44efc71fd9f8307590f8a788ea72d5d"",""thumb"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=48&h=27&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=74f50a585399f181f629f7f1da2936cb"",""1024x576"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1024&h=576&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=0660eb1f3da07999739ca4d8dd3dd338"",""1536x864"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1552&h=873&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=59df0d7369a90c048a916d7cbdebef97""}","631","{""id"":4421798,""project_id"":4421798,""state"":""inactive"",""state_changed_at"":1654916742,""name"":null,""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1552&h=873&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=59df0d7369a90c048a916d7cbdebef97"",""baseball_card"":""https://ksr-ugc.imgix.net/assets/037/611/253/202415de662de681c1c6b3647f0c93f9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=560&h=315&fit=crop&v=1654918247&auto=format&frame=1&q=92&s=fa1fe0f9dfb765e48ca9d6e5f1116a2b""}}}","essential-bookstore-a-literary-hub-and-dyslexia-center","https://www.kickstarter.com/discover/categories/publishing/literary%20spaces","false","false","live","1658509619","1","{""web"":{""project"":""https://www.kickstarter.com/projects/trishaclerk/essential-bookstore-a-literary-hub-and-dyslexia-center?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/trishaclerk/essential-bookstore-a-literary-hub-and-dyslexia-center/rewards""}}","1","631.0","international"
"81","A gathering to celebrate and cultivate creativity in Christendom.","{""id"":389,""name"":""Literary Spaces"",""analytics_name"":""Literary Spaces"",""slug"":""publishing/literary spaces"",""position"":9,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/literary%20spaces""}}}","5197","US","the United States","1648852859","{""id"":1278124734,""name"":""Mary Bransom"",""slug"":""fieldmoot"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""avatar"":{""thumb"":""https://ksr-ugc.imgix.net/assets/037/630/208/fc29250d98bf9aca32cdeea1e1489766_original.jpg?ixlib=rb-4.0.2&w=40&h=40&fit=crop&v=1655135259&auto=format&frame=1&q=92&s=4ee1b5e54a0a9799c87237e72c5d028b"",""small"":""https://ksr-ugc.imgix.net/assets/037/630/208/fc29250d98bf9aca32cdeea1e1489766_original.jpg?ixlib=rb-4.0.2&w=80&h=80&fit=crop&v=1655135259&auto=format&frame=1&q=92&s=106d90472cff83d3bd394bbaee6e6150"",""medium"":""https://ksr-ugc.imgix.net/assets/037/630/208/fc29250d98bf9aca32cdeea1e1489766_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1655135259&auto=format&frame=1&q=92&s=2a57131368db955caf72d047199482f2""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/fieldmoot""},""api"":{""user"":""https://api.kickstarter.com/v1/users/1278124734?signature=1660274419.e4cdbd8bd7fcd1c11d50bcde6de1bd81e2277208""}}}","USD","$","true","USD","1660060433","false","1","1500","1562169648","false","1658246033","{""id"":2424766,""name"":""Houston"",""slug"":""houston-tx"",""short_name"":""Houston, TX"",""displayable_name"":""Houston, TX"",""localized_name"":""Houston"",""country"":""US"",""state"":""TX"",""type"":""Town"",""is_root"":false,""expanded_country"":""United States"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/houston-tx"",""location"":""https://www.kickstarter.com/locations/houston-tx""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1660236963.66878e1e2fca3744da032b3d3eef372d9f041bc2&woe_id=2424766""}}}","Fieldmoot","{""key"":""assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png"",""full"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=560&h=315&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=585a639e3d61e2098d214ef2c31d20a3"",""ed"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=352&h=198&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=2ba76de8e200ab6724e62145607738fd"",""med"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=272&h=153&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=8ad33e31deb5c63dce633d3193f7e56f"",""little"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=208&h=117&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=7681058445bd040b944d4f5465f61171"",""small"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=14753dc870eea0c739f484fe73565cc9"",""thumb"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=48&h=27&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=19ef61223d50221ab4701e4d6b6e3a75"",""1024x576"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=1024&h=576&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=fdd07bc1a2cebfabb8760d7223403c4e"",""1536x864"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=1552&h=873&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=dd10fcca67b8485043d916b2bfcc7149""}","5197","{""id"":4380764,""project_id"":4380764,""state"":""inactive"",""state_changed_at"":1648852859,""name"":null,""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=1552&h=873&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=dd10fcca67b8485043d916b2bfcc7149"",""baseball_card"":""https://ksr-ugc.imgix.net/assets/037/511/830/3119e0f2e3a983f10ecf3537546db176_original.png?ixlib=rb-4.0.2&crop=faces&w=560&h=315&fit=crop&v=1654108187&auto=format&frame=1&q=92&s=585a639e3d61e2098d214ef2c31d20a3""}}}","fieldmoot","https://www.kickstarter.com/discover/categories/publishing/literary%20spaces","true","false","successful","1660060434","1","{""web"":{""project"":""https://www.kickstarter.com/projects/fieldmoot/fieldmoot?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/fieldmoot/fieldmoot/rewards""}}","1","5197.0","international"
"4","Christian book that shows us why pain exists, what is its meaning and purpose and helps us to overcome it!","{""id"":389,""name"":""Literary Spaces"",""analytics_name"":""Literary Spaces"",""slug"":""publishing/literary spaces"",""position"":9,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/literary%20spaces""}}}","112","DE","Germany","1654616443","{""id"":328596573,""name"":""Gabriele Tomaselli"",""slug"":""myworldadventure"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""avatar"":{""thumb"":""https://ksr-ugc.imgix.net/assets/037/161/135/e7cd6b28d6fd61a5b676d5587f890984_original.png?ixlib=rb-4.0.2&w=40&h=40&fit=crop&v=1654616093&auto=format&frame=1&q=92&s=b9e551332e8b9734d38a7a8229061979"",""small"":""https://ksr-ugc.imgix.net/assets/037/161/135/e7cd6b28d6fd61a5b676d5587f890984_original.png?ixlib=rb-4.0.2&w=80&h=80&fit=crop&v=1654616093&auto=format&frame=1&q=92&s=94bc69b0fe1bf3fa1c5a9f55b335833d"",""medium"":""https://ksr-ugc.imgix.net/assets/037/161/135/e7cd6b28d6fd61a5b676d5587f890984_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1654616093&auto=format&frame=1&q=92&s=9a8b0970247cf5900800f40ffb2e49a0""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/myworldadventure""},""api"":{""user"":""https://api.kickstarter.com/v1/users/328596573?signature=1660274419.1a6aa36e5b35772cd3b8f2f60cf1eea6489250e9""}}}","EUR","€","false","USD","1659991971","false","1.02138891","90","232598996","false","1654807971","{""id"":692039,""name"":""Schlangenbad"",""slug"":""schlangenbad-de"",""short_name"":""Schlangenbad, Germany"",""displayable_name"":""Schlangenbad, Germany"",""localized_name"":""Schlangenbad"",""country"":""DE"",""state"":""Hesse"",""type"":""Town"",""is_root"":false,""expanded_country"":""Germany"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/schlangenbad-de"",""location"":""https://www.kickstarter.com/locations/schlangenbad-de""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1660274419.435852541cf6bf409d46507fa09cfbcd7f6b9346&woe_id=692039""}}}","LIKE YOU : The purpose of Pain in my Life","{""key"":""assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg"",""full"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=560&h=315&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=be3be969e860849e149f0b0210b908b6"",""ed"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=352&h=198&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=47471d1b00c978e5eab93dabac1d2395"",""med"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=272&h=153&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=3d0d2e39e1bfdf96940450b90cdca16a"",""little"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=208&h=117&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=d08f7971196e7e6a739784f75bef60c2"",""small"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=c8d1f810f198ea33170c7f9ac9dd46ad"",""thumb"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=48&h=27&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=95136072bb97ffac503ba94726cf1a5a"",""1024x576"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1024&h=576&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=dd649b5200cf4a50c8bf8647c385c2aa"",""1536x864"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1552&h=873&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=fe5fac478e6237c13c9c7c9bbacb1a59""}","110","{""id"":4419796,""project_id"":4419796,""state"":""inactive"",""state_changed_at"":1654616443,""name"":null,""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=1552&h=873&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=fe5fac478e6237c13c9c7c9bbacb1a59"",""baseball_card"":""https://ksr-ugc.imgix.net/assets/037/570/305/9c6a80612426bda78d59e04397dd9457_original.jpg?ixlib=rb-4.0.2&crop=faces&w=560&h=315&fit=crop&v=1654616718&auto=format&frame=1&q=92&s=be3be969e860849e149f0b0210b908b6""}}}","like-you-the-purpose-of-pain-in-my-life","https://www.kickstarter.com/discover/categories/publishing/literary%20spaces","true","false","successful","1659991971","1.06837379","{""web"":{""project"":""https://www.kickstarter.com/projects/myworldadventure/like-you-the-purpose-of-pain-in-my-life?ref=discovery_category_newest"",""rewards"":""https://www.kickstarter.com/projects/myworldadventure/like-you-the-purpose-of-pain-in-my-life/rewards""}}","1.01856954","117.5211169","international"
